age,gender,Q3,Q4,Q5,Q6
35-39,Man,Russia,No formal education past high school,Software Engineer,10-20 years
30-34,Man,Other,Doctoral degree,Research Scientist,5-10 years
55-59,Man,United States of America,Doctoral degree,Data Scientist,20+ years
22-24,Man,Bangladesh,Bachelor’s degree,Student,< 1 years
55-59,Man,Netherlands,Master’s degree,Business Analyst,20+ years
35-39,Man,Germany,Master’s degree,Other,10-20 years
18-21,Woman,Russia,Bachelor’s degree,Student,3-5 years
18-21,Man,Colombia,Some college/university study without earning a bachelor’s degree,Statistician,3-5 years
25-29,Man,India,Master’s degree,Software Engineer,3-5 years
30-34,Woman,Turkey,Master’s degree,Research Scientist,3-5 years
25-29,Man,Malaysia,Master’s degree,Data Analyst,1-2 years
18-21,Woman,China,Bachelor’s degree,Student,< 1 years
50-54,Man,Singapore,Bachelor’s degree,Other,3-5 years
30-34,Man,Ukraine,Bachelor’s degree,Software Engineer,< 1 years
25-29,Man,Other,Doctoral degree,Other,1-2 years
22-24,Man,India,Master’s degree,Currently not employed,3-5 years
30-34,Man,Viet Nam,,,
35-39,Man,Malaysia,Doctoral degree,Product/Project Manager,3-5 years
30-34,Man,Switzerland,Doctoral degree,Student,3-5 years
25-29,Man,India,Master’s degree,Machine Learning Engineer,5-10 years
35-39,Man,India,Bachelor’s degree,Other,10-20 years
60-69,Man,Colombia,Doctoral degree,Data Scientist,20+ years
25-29,Woman,Germany,Master’s degree,Machine Learning Engineer,5-10 years
22-24,Man,India,,,
18-21,Man,Poland,Bachelor’s degree,Student,3-5 years
40-44,Man,United States of America,Bachelor’s degree,Other,20+ years
22-24,Woman,Russia,Bachelor’s degree,Student,1-2 years
22-24,Man,India,Master’s degree,Software Engineer,1-2 years
30-34,Man,India,Master’s degree,Other,5-10 years
22-24,Man,India,Bachelor’s degree,Software Engineer,3-5 years
45-49,Man,Republic of Korea,No formal education past high school,Other,1-2 years
30-34,Man,Other,Master’s degree,Software Engineer,5-10 years
18-21,Man,India,Bachelor’s degree,Student,3-5 years
25-29,Man,Spain,Master’s degree,Data Scientist,5-10 years
25-29,Man,China,Master’s degree,Other,< 1 years
25-29,Man,Kenya,Bachelor’s degree,Data Analyst,< 1 years
22-24,Woman,Poland,Some college/university study without earning a bachelor’s degree,Data Scientist,3-5 years
35-39,Man,India,Master’s degree,Data Scientist,5-10 years
18-21,Man,India,Master’s degree,Student,5-10 years
40-44,Man,Italy,Master’s degree,Software Engineer,10-20 years
18-21,Man,India,Bachelor’s degree,Data Analyst,< 1 years
25-29,Man,Pakistan,Bachelor’s degree,Student,< 1 years
55-59,Man,France,Master’s degree,Currently not employed,5-10 years
25-29,Man,South Korea,Bachelor’s degree,Data Analyst,< 1 years
25-29,Woman,Colombia,Bachelor’s degree,Software Engineer,5-10 years
35-39,Man,Nigeria,Bachelor’s degree,Data Analyst,1-2 years
35-39,Man,Spain,Professional degree,Student,I have never written code
22-24,Prefer not to say,United Kingdom of Great Britain and Northern Ireland,Doctoral degree,Student,1-2 years
25-29,Man,Poland,Master’s degree,Data Engineer,3-5 years
25-29,Man,Brazil,Bachelor’s degree,Student,I have never written code
35-39,Man,Russia,Master’s degree,Data Scientist,< 1 years
25-29,Woman,India,Master’s degree,Data Scientist,1-2 years
40-44,Man,India,Master’s degree,Other,3-5 years
22-24,Man,India,Master’s degree,Software Engineer,< 1 years
35-39,Man,France,,,
30-34,Woman,Netherlands,Doctoral degree,Data Scientist,3-5 years
25-29,Man,Japan,Doctoral degree,Research Scientist,1-2 years
22-24,Man,India,Bachelor’s degree,Student,1-2 years
45-49,Man,Other,Master’s degree,Research Scientist,1-2 years
35-39,Man,South Korea,Doctoral degree,Research Scientist,10-20 years
55-59,Man,United States of America,Master’s degree,Data Analyst,1-2 years
22-24,Man,India,Bachelor’s degree,Data Analyst,1-2 years
45-49,Man,Chile,Master’s degree,Other,5-10 years
25-29,Man,China,Master’s degree,Data Analyst,< 1 years
45-49,Prefer to self-describe,Ireland,Master’s degree,Currently not employed,< 1 years
25-29,Man,Mexico,Master’s degree,Currently not employed,1-2 years
25-29,Man,Argentina,Bachelor’s degree,Other,< 1 years
18-21,Man,India,Master’s degree,Business Analyst,1-2 years
25-29,Man,Greece,Doctoral degree,Machine Learning Engineer,< 1 years
40-44,Man,Argentina,I prefer not to answer,Product/Project Manager,10-20 years
18-21,Woman,Indonesia,Bachelor’s degree,Statistician,1-2 years
25-29,Man,United States of America,Doctoral degree,Student,3-5 years
35-39,Man,India,Professional degree,Software Engineer,10-20 years
18-21,Man,India,Bachelor’s degree,Student,5-10 years
22-24,Man,India,Master’s degree,Student,3-5 years
22-24,Man,India,Master’s degree,Student,1-2 years
50-54,Man,Argentina,Professional degree,Product/Project Manager,3-5 years
18-21,Man,India,Bachelor’s degree,Student,5-10 years
18-21,Man,India,Master’s degree,Student,1-2 years
35-39,Woman,India,Master’s degree,Currently not employed,< 1 years
22-24,Woman,India,Bachelor’s degree,Student,1-2 years
22-24,Woman,India,Master’s degree,Research Scientist,< 1 years
18-21,Man,India,Bachelor’s degree,Student,1-2 years
25-29,Man,Russia,Bachelor’s degree,Data Scientist,< 1 years
35-39,Man,United Kingdom of Great Britain and Northern Ireland,Bachelor’s degree,Other,10-20 years
30-34,Man,India,Bachelor’s degree,Data Analyst,3-5 years
18-21,Man,Egypt,,,
22-24,Man,Greece,Bachelor’s degree,Currently not employed,1-2 years
22-24,Man,Indonesia,Bachelor’s degree,Currently not employed,3-5 years
22-24,Woman,Nigeria,Master’s degree,Data Scientist,3-5 years
25-29,Man,Spain,Master’s degree,Data Analyst,5-10 years
22-24,Man,India,Master’s degree,Business Analyst,3-5 years
30-34,Man,Greece,Master’s degree,Data Analyst,1-2 years
30-34,Man,Russia,Master’s degree,DBA/Database Engineer,10-20 years
25-29,Man,India,Master’s degree,Student,< 1 years
25-29,Man,Poland,Master’s degree,Student,I have never written code
25-29,Woman,Other,Bachelor’s degree,Currently not employed,< 1 years
22-24,Man,China,Master’s degree,Machine Learning Engineer,1-2 years
45-49,Woman,India,Master’s degree,,
35-39,Man,Switzerland,Doctoral degree,Data Scientist,3-5 years
70+,Man,United States of America,Master’s degree,DBA/Database Engineer,20+ years
22-24,Woman,India,Bachelor’s degree,Machine Learning Engineer,5-10 years
18-21,Man,India,Bachelor’s degree,Student,1-2 years
22-24,Man,India,Some college/university study without earning a bachelor’s degree,Currently not employed,I have never written code
25-29,Woman,China,Doctoral degree,Machine Learning Engineer,< 1 years
18-21,Man,India,Some college/university study without earning a bachelor’s degree,Student,5-10 years
18-21,Man,Brazil,Bachelor’s degree,Student,< 1 years
30-34,Man,France,Doctoral degree,Software Engineer,3-5 years
25-29,Man,Ghana,Bachelor’s degree,Currently not employed,3-5 years
50-54,Man,Other,Doctoral degree,Statistician,20+ years
22-24,Woman,Indonesia,Bachelor’s degree,Data Analyst,< 1 years
25-29,Man,Egypt,Bachelor’s degree,Software Engineer,3-5 years
45-49,Man,Taiwan,Master’s degree,Data Scientist,20+ years
25-29,Man,India,Master’s degree,Other,1-2 years
22-24,Man,India,Master’s degree,Student,1-2 years
30-34,Man,Germany,Master’s degree,Research Scientist,10-20 years
22-24,Man,India,Bachelor’s degree,Software Engineer,1-2 years
25-29,Man,Other,Bachelor’s degree,Software Engineer,3-5 years
25-29,Woman,India,Bachelor’s degree,Currently not employed,3-5 years
25-29,Man,Sri Lanka,Master’s degree,Software Engineer,1-2 years
22-24,Man,Indonesia,Bachelor’s degree,Student,1-2 years
18-21,Man,India,Bachelor’s degree,Business Analyst,1-2 years
18-21,Man,Pakistan,Some college/university study without earning a bachelor’s degree,Student,< 1 years
30-34,Man,India,Master’s degree,Software Engineer,5-10 years
40-44,Man,Singapore,Master’s degree,Data Scientist,10-20 years
40-44,Man,United Kingdom of Great Britain and Northern Ireland,Doctoral degree,Data Scientist,20+ years
30-34,Man,India,Bachelor’s degree,Product/Project Manager,3-5 years
25-29,Woman,Other,Master’s degree,Student,I have never written code
30-34,Woman,India,I prefer not to answer,Other,3-5 years
25-29,Man,India,Master’s degree,Business Analyst,1-2 years
22-24,Man,Italy,Master’s degree,Student,1-2 years
22-24,Man,Canada,Master’s degree,Machine Learning Engineer,3-5 years
18-21,Woman,India,Master’s degree,Machine Learning Engineer,< 1 years
50-54,Man,United Kingdom of Great Britain and Northern Ireland,Master’s degree,Student,20+ years
22-24,Man,China,Master’s degree,Student,3-5 years
25-29,Woman,United States of America,Master’s degree,Software Engineer,5-10 years
30-34,Man,Other,Doctoral degree,Research Scientist,10-20 years
18-21,Man,India,Professional degree,Machine Learning Engineer,< 1 years
22-24,Man,India,Master’s degree,Machine Learning Engineer,3-5 years
40-44,Prefer not to say,United States of America,Bachelor’s degree,Data Scientist,5-10 years
18-21,Man,China,Bachelor’s degree,Student,1-2 years
18-21,Man,India,Bachelor’s degree,Student,1-2 years
35-39,Man,United States of America,Bachelor’s degree,Currently not employed,1-2 years
22-24,Man,United States of America,Bachelor’s degree,Student,3-5 years
18-21,Man,India,Bachelor’s degree,Student,1-2 years
22-24,Man,Pakistan,Bachelor’s degree,Student,1-2 years
35-39,Man,Germany,Doctoral degree,Data Engineer,10-20 years
18-21,Man,India,Bachelor’s degree,Student,< 1 years
40-44,Man,Other,Bachelor’s degree,Currently not employed,5-10 years
25-29,Man,India,Master’s degree,Currently not employed,1-2 years
30-34,Woman,Mexico,Some college/university study without earning a bachelor’s degree,Business Analyst,< 1 years
25-29,Man,India,Bachelor’s degree,,
25-29,Man,Russia,Master’s degree,Currently not employed,< 1 years
25-29,Man,Israel,Master’s degree,Data Scientist,1-2 years
50-54,Man,Argentina,Professional degree,Other,10-20 years
70+,Man,Australia,Doctoral degree,Software Engineer,20+ years
40-44,Man,Pakistan,Professional degree,Data Analyst,< 1 years
18-21,Man,India,Some college/university study without earning a bachelor’s degree,Student,3-5 years
40-44,Man,United States of America,Professional degree,Other,3-5 years
18-21,Woman,India,Bachelor’s degree,Data Scientist,1-2 years
25-29,Man,China,Bachelor’s degree,Student,1-2 years
60-69,Man,Russia,Doctoral degree,Research Scientist,20+ years
45-49,Woman,United States of America,Master’s degree,Business Analyst,20+ years
22-24,Woman,India,Bachelor’s degree,Currently not employed,< 1 years
25-29,Man,Indonesia,Bachelor’s degree,Product/Project Manager,1-2 years
18-21,Man,Egypt,Some college/university study without earning a bachelor’s degree,Student,< 1 years
22-24,Woman,India,Bachelor’s degree,Software Engineer,3-5 years
22-24,Man,United States of America,Bachelor’s degree,Student,3-5 years
22-24,Woman,Morocco,Doctoral degree,Student,1-2 years
25-29,Man,Nigeria,Bachelor’s degree,Student,1-2 years
22-24,Man,Bangladesh,Bachelor’s degree,Student,1-2 years
25-29,Man,India,Master’s degree,Data Scientist,3-5 years
25-29,Woman,Other,Master’s degree,Research Scientist,1-2 years
22-24,Man,India,Master’s degree,Student,1-2 years
25-29,Man,India,Bachelor’s degree,Software Engineer,5-10 years
25-29,Woman,India,,,
25-29,Man,India,Bachelor’s degree,Other,3-5 years
22-24,Man,Nigeria,Doctoral degree,Machine Learning Engineer,< 1 years
30-34,Man,India,Master’s degree,Product/Project Manager,1-2 years
18-21,Man,United Kingdom of Great Britain and Northern Ireland,Master’s degree,Student,3-5 years
22-24,Man,United States of America,Bachelor’s degree,Student,3-5 years
60-69,Man,United Kingdom of Great Britain and Northern Ireland,Master’s degree,Currently not employed,I have never written code
50-54,Man,United Kingdom of Great Britain and Northern Ireland,No formal education past high school,Currently not employed,I have never written code
30-34,Man,Morocco,Doctoral degree,Research Scientist,3-5 years
45-49,Man,Brazil,Master’s degree,Product/Project Manager,1-2 years
60-69,Man,United States of America,Master’s degree,DBA/Database Engineer,20+ years
22-24,Man,India,Master’s degree,Business Analyst,< 1 years
35-39,Man,Spain,Master’s degree,Data Analyst,3-5 years
22-24,Woman,India,Master’s degree,Data Scientist,3-5 years
18-21,Man,India,Bachelor’s degree,Student,< 1 years
70+,Man,United States of America,Doctoral degree,Statistician,20+ years
35-39,Woman,India,Master’s degree,Research Scientist,3-5 years
30-34,Man,Indonesia,Master’s degree,Data Analyst,1-2 years
55-59,Man,United Kingdom of Great Britain and Northern Ireland,Doctoral degree,Other,20+ years
50-54,Man,Republic of Korea,Professional degree,Software Engineer,20+ years
25-29,Man,Brazil,Bachelor’s degree,Data Engineer,< 1 years
45-49,Prefer not to say,Australia,Doctoral degree,DBA/Database Engineer,20+ years
18-21,Man,Egypt,Some college/university study without earning a bachelor’s degree,Student,3-5 years
18-21,Woman,Nigeria,Bachelor’s degree,Student,< 1 years
45-49,Woman,India,Master’s degree,Data Scientist,5-10 years
50-54,Man,Italy,No formal education past high school,Currently not employed,5-10 years
70+,Man,United Arab Emirates,Doctoral degree,Statistician,20+ years
25-29,Man,India,Bachelor’s degree,Currently not employed,5-10 years
18-21,Man,Bangladesh,Bachelor’s degree,Student,< 1 years
55-59,Man,Other,Professional degree,Research Scientist,20+ years
22-24,Man,India,Bachelor’s degree,Software Engineer,3-5 years
40-44,Woman,Thailand,I prefer not to answer,Software Engineer,10-20 years
25-29,Man,Other,Doctoral degree,Student,1-2 years
45-49,Man,Spain,Professional degree,Statistician,1-2 years
35-39,Man,Morocco,Master’s degree,Software Engineer,5-10 years
22-24,Man,Pakistan,Master’s degree,Data Scientist,1-2 years
30-34,Man,Egypt,Bachelor’s degree,Data Analyst,1-2 years
30-34,Woman,United Kingdom of Great Britain and Northern Ireland,Master’s degree,Data Scientist,1-2 years
18-21,Man,Mexico,Some college/university study without earning a bachelor’s degree,Student,I have never written code
55-59,Woman,United States of America,Master’s degree,Other,5-10 years
18-21,Woman,United States of America,Some college/university study without earning a bachelor’s degree,Student,1-2 years
40-44,Man,United States of America,Some college/university study without earning a bachelor’s degree,Other,3-5 years
22-24,Man,Taiwan,Bachelor’s degree,Student,3-5 years
18-21,Man,Egypt,Some college/university study without earning a bachelor’s degree,Student,3-5 years
22-24,Man,India,Some college/university study without earning a bachelor’s degree,Currently not employed,< 1 years
25-29,Man,Russia,Doctoral degree,Research Scientist,10-20 years
22-24,Man,India,Master’s degree,Student,1-2 years
18-21,Man,India,Some college/university study without earning a bachelor’s degree,Student,< 1 years
18-21,Man,United States of America,Bachelor’s degree,Currently not employed,< 1 years
22-24,Woman,India,Master’s degree,Other,< 1 years
18-21,Man,India,Bachelor’s degree,Student,3-5 years
22-24,Man,Turkey,Master’s degree,Data Scientist,1-2 years
22-24,Man,Nigeria,Bachelor’s degree,Machine Learning Engineer,1-2 years
22-24,Man,Morocco,Doctoral degree,Software Engineer,< 1 years
25-29,Man,Other,Master’s degree,Statistician,< 1 years
35-39,Woman,India,Doctoral degree,Research Scientist,10-20 years
50-54,Man,United States of America,I prefer not to answer,Product/Project Manager,10-20 years
25-29,Man,United States of America,Master’s degree,Software Engineer,3-5 years
25-29,Woman,United States of America,Master’s degree,Currently not employed,< 1 years
